Price,Levy,Manufacturer,Model,Prod._year,Category,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box_type,Drive_wheels,Color,Airbags
220,1194,37,398,2013,7,Yes,4,4.0,239342,6,2,2,7,12
15681,503,37,618,2012,2,No,2,1.5,128000,4,1,3,6,8
55390,1017,50,1123,2017,7,Yes,7,2.0,100734,4,2,3,11,4
12544,906,37,667,2012,2,No,2,1.5,141500,4,2,3,11,8
17249,906,42,624,2008,7,No,2,2.3,147000,4,1,2,12,8
34889,891,47,1062,2016,3,Yes,4,2.0,87768,4,2,3,16,4
862,1104,35,399,2015,7,Yes,4,3.0,264014,6,2,2,11,0
14583,906,26,579,2008,3,No,7,1.5,132542,4,4,3,12,10
38500,639,35,924,2014,7,Yes,4,2.0,87000,1,3,2,12,12
8781,906,46,392,2001,5,No,4,2.0,260000,4,4,1,16,0
87112,906,46,812,2019,7,Yes,4,2.0,5323,4,3,2,13,0
1411,629,22,442,2015,7,Yes,4,1.6,87112,4,2,2,11,0
392,919,48,974,2012,3,Yes,4,3.0,204318,6,2,1,11,12
23521,781,40,681,2018,3,No,4,1.4,22000,4,2,3,5,6
16935,530,42,512,2013,3,No,4,1.6,83000,4,3,3,7,8
10349,906,37,179,2007,6,Yes,4,2.4,170000,4,2,3,11,6
7213,530,22,442,2013,7,Yes,4,1.6,312118,4,2,3,11,0
5331,906,46,137,2004,3,No,4,1.6,130000,4,3,3,11,6
20526,640,50,1038,2013,7,Yes,7,2.0,200279,4,2,3,13,4
34657,777,50,1037,2014,6,Yes,7,2.5,154672,4,2,3,7,4
36564,1091,50,1037,2016,6,Yes,7,2.5,110969,4,2,3,11,4
314,779,37,573,2013,3,Yes,2,2.5,225510,4,2,3,12,12
5488,906,37,274,2001,2,No,4,1.5,210000,4,4,3,6,3
30063,934,50,1037,2015,8,Yes,7,2.5,148105,4,2,3,7,4
15800,769,40,717,2011,7,Yes,7,2.2,255456,4,2,3,7,4
43952,1249,50,1037,2017,8,Yes,7,2.5,111643,4,2,3,13,4
53154,891,50,1123,2016,7,Yes,7,2.0,84506,4,2,3,7,4
14740,645,37,497,2011,2,No,2,1.8,288000,4,2,3,12,8
42337,906,42,1104,2016,9,Yes,4,2.3,75000,4,3,1,7,6
3763,1053,46,714,2014,7,Yes,4,3.5,94362,6,2,1,12,12
18189,906,37,497,2012,3,No,4,1.8,175000,4,2,3,7,8
220,1185,42,329,2009,7,Yes,2,2.5,193614,4,2,3,12,0
5645,1324,37,733,2010,7,Yes,2,3.3,264877,6,2,2,12,12
7527,830,37,133,2019,3,Yes,4,1.5,27656,4,2,3,12,12
21953,1187,47,1062,2014,3,No,2,1.4,16000,8,2,2,12,10
21953,781,37,573,2012,3,No,4,2.5,195053,4,2,3,11,0
19121,531,50,649,2012,3,Yes,4,1.6,121362,4,2,3,11,4
36065,639,50,1123,2014,7,Yes,7,2.0,69191,4,2,3,12,4
6247,760,40,454,2010,3,Yes,4,1.8,40772,4,2,3,11,4
16289,642,40,859,2012,7,Yes,7,2.0,172000,4,2,3,13,4
549,781,21,360,2012,7,Yes,4,2.5,148213,4,2,2,16,0
6981,1095,9,282,2008,3,Yes,4,2.0,103246,4,2,3,11,4
27284,891,50,649,2016,3,No,4,2.0,105394,4,3,3,11,12
32929,906,48,1068,2013,5,Yes,4,2.0,160000,4,2,1,11,12
15053,906,46,491,2004,3,Yes,4,3.2,214000,6,3,1,13,8
15458,966,50,805,2009,5,Yes,4,2.0,123346,4,2,3,11,4
706,1138,56,1185,2013,5,Yes,4,3.8,64464,6,2,1,11,12
26657,906,46,989,2004,4,No,7,2.2,300000,4,4,1,12,1
10663,988,37,497,2007,2,No,4,1.5,318400,4,2,3,7,6
12858,765,42,546,2015,3,No,4,2.0,91200,4,2,3,6,10
1019,917,48,788,2013,7,Yes,7,3.0,137802,6,2,2,11,12
549,917,48,974,2013,3,Yes,2,3.0,151586,6,2,1,12,12
15000,906,48,809,2008,3,Yes,1,3.0,210408,6,3,1,12,12
85553,1156,42,1192,2017,7,Yes,4,2.3,100567,4,2,3,11,4
44752,1091,50,1037,2016,8,Yes,7,2.5,86000,4,2,3,13,4
17158,687,50,649,2010,3,Yes,4,1.6,122740,4,2,3,12,4
12231,906,32,311,2005,7,No,3,2.4,144000,4,3,2,12,16
94,906,47,607,2003,2,No,4,1.5,178000,4,1,3,7,4
25591,640,54,891,2013,7,Yes,7,2.0,85704,4,2,3,7,4
14897,836,50,1123,2010,7,Yes,7,2.0,58962,4,2,3,12,4
23521,779,37,573,2013,3,Yes,2,2.5,90000,4,3,3,12,12
16935,765,42,512,2015,3,Yes,4,2.0,71454,4,2,3,11,0
51965,891,50,1123,2016,7,Yes,7,2.0,59515,4,2,3,16,4
9408,906,46,666,1999,3,No,7,2.2,111111,4,4,1,7,4
13328,1347,50,1037,2008,6,Yes,7,2.5,74444,4,2,3,15,4
17876,906,22,323,2012,6,No,4,2.0,143000,4,3,3,12,12
20071,906,37,913,2008,7,No,4,2.4,135000,4,2,2,7,8
22894,862,50,1037,2011,6,Yes,7,2.5,124444,4,2,3,15,4
2901,503,47,1062,2012,3,Yes,2,1.5,146403,4,2,3,12,0
15681,906,32,487,1997,7,No,4,2.4,142000,4,2,2,16,6
18660,906,50,680,2013,3,Yes,4,2.4,130000,4,3,3,11,6
22580,1017,46,650,2017,3,Yes,4,2.0,50930,4,2,1,11,12
11604,639,50,680,2014,3,Yes,3,2.0,264872,4,2,3,7,4
5488,751,5,154,2013,7,Yes,4,2.4,138958,4,2,3,11,12
18817,609,37,573,2018,3,Yes,2,2.5,35058,4,2,3,12,12
21169,697,47,926,2015,7,No,4,1.8,33330,4,2,2,13,8
1568,639,29,450,2014,3,Yes,7,2.0,82392,4,2,3,7,12
3136,906,21,318,2005,11,No,4,2.0,180000,6,3,2,16,6
17876,585,50,728,2013,3,Yes,4,1.8,117920,4,3,3,13,12
11290,891,50,680,2016,3,Yes,3,2.0,279787,4,2,3,7,4
36065,1399,37,902,2010,6,Yes,4,3.5,227200,6,3,3,12,16
21395,781,50,1037,2012,8,Yes,7,2.5,166144,4,2,3,7,4
15681,891,50,680,2016,3,Yes,3,2.0,258706,4,2,3,7,4
40070,690,37,667,2016,2,Yes,4,1.5,25807,4,2,3,11,4
11917,906,46,283,2008,2,No,4,1.7,180000,4,2,3,4,8
72130,1079,36,1224,2018,7,Yes,4,2.0,18918,4,3,3,11,6
35927,640,54,1075,2013,7,Yes,7,2.0,137267,4,2,3,7,4
13172,1361,38,524,2009,6,Yes,7,2.9,84176,4,2,3,12,6
15624,707,50,805,2011,5,Yes,4,2.0,107005,4,2,3,13,4
4547,906,58,134,1997,3,No,4,1.6,15000,4,4,3,8,2
5488,1273,49,144,2015,7,Yes,4,3.5,124154,6,2,2,11,12
20005,531,50,649,2012,3,Yes,4,1.6,104997,4,2,3,12,4
36110,924,29,608,2017,3,Yes,4,1.8,27728,6,3,3,7,8
470,1077,17,77,2019,7,Yes,4,2.0,11566,4,2,2,11,12
43880,891,50,1123,2016,7,Yes,7,2.0,113700,4,2,3,7,4
29479,584,46,928,2014,3,Yes,4,1.8,69000,4,3,1,13,8
17249,906,37,573,2011,3,Yes,2,2.5,152000,4,1,3,12,12
9408,906,37,347,2003,8,No,4,1.5,181926,4,2,2,7,2
44213,891,50,1123,2016,7,Yes,7,2.0,50255,4,2,3,5,4
627,915,35,181,2014,3,Yes,4,3.0,164488,6,2,2,7,12
21950,831,42,603,2011,11,No,7,2.4,125000,4,4,2,12,2
9408,906,32,487,1998,7,No,4,3.5,11000,6,3,2,7,4
31500,906,22,622,2010,7,Yes,3,4.0,90200,6,3,2,11,12
20385,906,32,593,2005,6,Yes,4,3.0,184000,6,2,2,12,12
314,1053,46,455,2014,3,Yes,7,3.5,149486,6,2,2,7,12
7840,906,46,126,2004,8,No,3,1.9,170000,4,3,3,7,4
56450,906,37,1072,2018,3,Yes,4,2.5,25000,4,3,3,16,12
1490,639,29,450,2014,8,Yes,7,2.0,113214,4,2,3,13,12
314,1053,46,455,2014,3,Yes,7,3.5,149486,6,2,2,7,12
13172,906,47,541,2002,7,No,4,2.4,260000,4,2,2,7,6
19757,906,22,795,1990,7,No,7,2.8,222222,4,4,1,11,0
4704,917,35,616,2013,2,Yes,4,3.0,301707,6,2,2,13,0
706,751,50,680,2013,3,Yes,4,2.4,175827,4,2,3,11,12
5802,1055,46,455,2013,3,Yes,7,3.5,107800,6,2,1,13,12
25716,777,37,573,2014,3,No,4,2.5,115200,4,2,3,7,8
14426,642,40,859,2012,7,Yes,3,2.0,132036,4,2,3,12,4
10820,906,37,913,2001,7,No,4,2.0,91000,4,2,2,7,4
45436,1172,42,1192,2011,7,Yes,4,3.5,129177,4,2,3,12,4
11917,893,50,505,2008,2,No,7,1.6,201000,4,4,3,11,8
41281,765,50,1123,2015,7,Yes,7,2.0,185811,4,2,3,11,4
3700,906,18,85,2001,5,Yes,4,1.8,240000,4,4,3,11,4
15681,906,15,441,2008,7,No,4,1.6,98000,4,2,2,11,12
6586,645,36,312,2011,2,Yes,2,1.8,122302,4,2,3,11,0
12544,906,37,497,2007,2,No,2,1.5,140000,4,2,3,8,6
30063,639,50,1038,2014,7,Yes,7,2.0,120000,4,2,3,12,4
21639,906,50,648,2015,2,No,4,1.6,17200,4,3,3,5,10
36692,906,37,1096,2013,7,No,4,2.5,120000,4,3,3,12,0
12231,1266,37,667,2014,2,No,2,1.5,66000,4,1,3,7,4
3136,906,37,70,2004,3,No,4,1.5,300000,4,1,3,8,4
10663,906,37,497,2009,3,Yes,2,1.8,230000,4,1,3,13,6
3,906,50,649,2011,3,Yes,4,1.8,80000,4,3,3,13,6
15367,640,29,608,2013,3,Yes,7,2.0,179200,4,3,3,12,16
26594,777,50,1037,2014,6,Yes,7,2.5,179918,4,2,3,7,4
36065,779,37,1100,2013,3,Yes,2,2.5,92200,4,3,3,8,12
26343,730,38,988,2016,3,Yes,7,1.6,29000,4,3,3,7,8
549,862,17,40,2011,3,Yes,4,2.5,216550,4,2,3,11,12
6000,906,52,883,1993,7,No,4,4.0,240000,6,2,2,1,5
14000,585,50,649,2013,3,No,4,1.8,50000,4,3,3,13,10
54518,831,50,1038,2017,7,Yes,4,1.6,40193,4,2,3,11,4
10349,906,58,228,2003,2,No,4,1.6,180000,4,4,3,7,6
7527,640,29,608,2013,3,Yes,7,2.0,132310,4,2,3,13,12
3450,1249,37,573,2017,3,Yes,4,2.5,60762,4,2,3,12,12
22063,836,50,1038,2010,7,Yes,7,2.0,142264,4,2,3,12,4
2901,503,47,1062,2012,3,Yes,2,1.5,146403,4,2,3,12,0
4704,585,37,365,2013,3,Yes,4,1.8,227371,4,2,3,7,12
5331,906,29,608,2002,3,Yes,4,2.8,175000,6,4,3,13,6
941,642,29,450,2012,3,Yes,7,2.0,203440,4,2,3,11,12
16900,502,47,607,2013,2,Yes,4,1.5,70000,4,2,3,16,4
18189,906,22,529,2010,7,Yes,4,2.5,122000,4,2,2,7,4
5331,906,17,195,2000,6,No,4,2.5,127000,4,2,3,1,4
42651,1017,46,812,2017,7,Yes,4,2.0,44995,4,2,2,11,0
15524,586,37,497,2012,2,No,2,1.8,122324,4,2,3,5,7
17249,906,48,777,2007,3,Yes,4,3.0,111111,6,3,1,13,10
73071,906,36,1189,2013,3,Yes,4,3.5,56000,6,3,1,11,12
28909,831,50,649,2017,3,Yes,7,1.6,98000,4,2,3,12,4
50,906,37,667,2013,3,No,2,1.5,130000,4,2,1,6,0
14426,639,50,680,2014,3,Yes,3,2.0,169024,4,2,3,12,4
9000,1325,29,166,2011,6,No,4,1.4,126000,4,2,3,7,6
30734,1053,46,455,2014,3,Yes,7,3.5,200179,6,2,2,11,12
22580,779,37,573,2013,3,Yes,4,2.5,156666,4,2,3,11,12
1333,1091,42,512,2016,3,Yes,4,2.5,154850,4,2,3,11,12
59865,879,50,1038,2019,7,Yes,7,1.6,13000,4,2,3,12,4
49237,1342,37,398,2017,7,Yes,4,2.7,94262,4,2,1,12,12
68223,1327,50,1037,2018,8,Yes,7,2.5,27406,4,2,3,15,4
7683,906,22,262,2006,3,Yes,1,1.8,200000,4,1,3,7,2
22266,906,42,512,2013,3,Yes,4,1.6,85500,4,2,3,11,8
392,629,22,442,2015,7,Yes,4,1.6,85944,4,2,2,11,0
39161,831,54,1074,2017,7,Yes,7,1.6,73000,4,2,3,12,4
16308,906,42,603,2008,4,No,7,2.2,180000,4,4,3,12,2
17719,906,37,573,2009,3,Yes,2,2.4,92000,4,3,3,6,8
470,1058,50,1123,2012,7,Yes,4,3.5,197923,6,2,2,5,12
20385,738,40,454,2017,3,No,4,1.4,42000,4,3,3,11,12
49858,1077,50,1038,2019,7,Yes,7,2.0,48000,4,2,3,12,4
8781,906,22,435,1998,6,Yes,7,3.2,230000,4,2,2,12,4
220,1055,46,325,2013,3,Yes,4,3.5,159250,6,2,1,11,12
51075,1017,50,1038,2017,7,Yes,7,2.0,40800,4,2,3,12,4
15241,707,50,805,2011,5,Yes,4,2.0,117492,4,2,3,13,4
15524,1347,50,1037,2008,6,Yes,7,2.5,56769,4,2,3,7,4
27911,906,46,928,2014,3,Yes,4,1.8,70000,4,3,1,8,8
4861,779,37,573,2013,3,Yes,2,2.5,136861,4,2,3,16,12
29793,906,46,1182,2005,3,Yes,4,3.5,263000,4,2,1,11,0
18208,531,50,649,2012,3,Yes,4,1.6,95665,4,2,3,13,4
34497,779,37,1084,2013,7,No,4,2.5,65350,4,3,3,12,12
4924,1282,40,717,2007,7,Yes,7,2.0,183923,4,2,3,7,4
4704,906,58,117,2000,2,No,7,2.0,11111,4,4,3,5,2
43576,1091,50,1037,2016,8,Yes,7,2.5,97129,4,2,3,7,4
7840,906,46,545,2001,3,Yes,1,2.0,140000,4,4,1,11,4
28225,1079,37,531,2018,7,No,4,2.0,24000,4,2,3,13,8
2352,906,17,107,1998,2,No,4,1.5,300000,4,4,3,7,2
18817,738,40,454,2017,2,Yes,4,1.4,29094,4,2,3,13,0
13172,1399,36,405,2010,7,Yes,2,3.5,186005,6,2,2,7,12
37320,1055,46,1101,2013,3,Yes,4,3.5,156800,4,3,2,11,12
706,1017,42,329,2017,7,Yes,4,2.0,251430,4,2,3,16,12
36426,880,50,649,2018,3,Yes,3,1.6,35643,4,2,3,12,4
8467,906,47,1062,2006,2,No,4,1.8,250000,4,4,3,13,4
7840,906,46,331,2000,5,Yes,4,3.2,255000,6,3,1,7,4
12701,900,47,541,2015,7,Yes,4,2.4,117158,4,2,3,12,12
8154,781,21,360,2012,7,Yes,4,2.5,281659,4,2,2,16,0
45160,798,46,1201,2015,7,Yes,7,2.1,197338,4,2,2,12,12
100355,906,35,1229,2016,3,Yes,4,3.0,35000,6,2,2,11,12
1176,639,32,28,2014,2,Yes,4,2.0,136634,4,2,3,7,12
12231,906,50,649,2013,5,No,4,1.8,77000,6,4,3,8,0
5802,988,37,497,2007,2,Yes,2,1.5,140000,4,1,3,1,12
2901,1277,50,680,2018,3,Yes,4,2.4,45494,4,2,3,12,12
22894,906,22,622,2010,3,No,4,4.0,109100,12,2,2,16,12
6586,906,48,204,1997,3,No,3,1.8,270000,4,4,1,1,2
14426,906,37,573,2006,3,Yes,2,2.4,188800,4,1,3,13,8
36065,1051,32,715,2016,7,Yes,4,2.4,39000,4,1,3,7,12
27284,906,37,1004,2014,3,Yes,4,2.5,52000,4,3,3,11,12
21639,1091,21,360,2016,7,No,4,2.5,34000,4,1,2,12,7
7840,790,50,505,2009,2,Yes,4,1.6,140000,4,2,3,7,4
7840,906,46,485,1998,3,No,1,2.0,180003,4,4,1,11,4
1646,1292,46,781,2016,7,Yes,4,3.0,59099,6,2,2,12,0
24198,640,50,1038,2013,7,Yes,7,2.0,124000,4,2,3,7,4
25365,502,47,607,2013,2,Yes,4,1.5,34682,4,2,3,13,4
1725,777,40,756,2014,3,Yes,4,2.5,310061,4,2,3,16,12
314,1399,10,13,2010,3,Yes,4,3.5,162453,6,2,3,7,12
17249,586,37,497,2012,3,No,2,1.8,22400,4,2,3,12,8
470,1399,46,455,2010,3,Yes,4,3.5,229904,6,2,2,11,12
31361,639,50,680,2014,3,Yes,4,2.0,62000,4,3,3,12,12
4704,1047,50,649,2007,3,Yes,7,1.6,54279,4,2,3,7,4
12720,645,40,454,2011,3,Yes,4,1.8,135759,4,2,3,13,4
26372,640,50,1038,2013,7,Yes,7,2.0,120534,4,2,3,7,4
13485,906,48,788,2003,7,Yes,3,3.0,189000,6,3,2,11,10
25591,528,50,649,2014,3,Yes,4,1.6,140000,4,2,3,12,4
6429,1211,46,713,2010,3,Yes,4,3.0,108517,6,2,2,12,12
627,1077,37,531,2019,7,Yes,4,2.0,24339,4,2,3,16,12
8097,790,9,282,2009,3,Yes,4,1.6,130000,4,2,3,11,4
18503,906,50,680,2012,3,No,2,2.0,280480,4,2,3,7,9
17054,862,50,1037,2011,8,Yes,7,2.5,237853,4,2,3,7,4
5300,906,47,261,2001,8,No,4,2.0,111000,4,2,3,11,6
9565,765,50,680,2015,3,Yes,3,2.0,42000,4,2,3,10,4
24302,765,40,756,2015,3,Yes,7,2.0,60618,4,2,3,11,4
18817,906,37,573,2009,3,Yes,4,2.4,230400,4,2,3,7,12
1960,777,22,220,2014,3,Yes,4,2.5,127918,4,2,3,5,12
17249,1051,50,680,2016,3,No,4,2.4,77000,4,3,3,7,10
15530,891,50,680,2016,3,Yes,3,2.0,280016,4,2,3,7,4
11290,891,50,680,2016,3,Yes,3,2.0,270874,4,2,3,7,4
24148,906,37,497,2013,2,No,2,1.8,118000,4,2,3,6,12
18817,697,50,649,2015,3,No,4,1.8,85000,4,3,3,11,12
549,1399,36,668,2010,7,Yes,4,3.5,138211,6,2,2,11,12
55823,930,50,1038,2018,7,Yes,7,1.7,38577,4,2,3,11,4
25089,906,37,573,2013,3,Yes,4,2.5,132800,6,3,1,16,12
18669,862,50,1037,2011,6,Yes,7,2.5,52686,4,2,3,7,4
941,1058,36,405,2012,7,Yes,2,3.5,232357,6,2,2,11,12
37000,891,50,1038,2016,7,Yes,7,2.0,80000,4,2,3,7,4
18826,707,54,1075,2011,7,Yes,7,2.0,186412,4,2,3,7,4
14583,1172,46,455,2011,3,Yes,7,3.5,230696,6,2,2,11,12
21012,906,46,914,2007,6,No,7,2.2,285000,4,4,1,5,4
18826,836,54,1074,2010,7,Yes,7,2.0,120000,4,2,3,7,4
22649,707,50,1038,2011,7,Yes,7,2.0,142000,4,2,3,12,4
16590,862,50,1037,2011,6,Yes,7,2.5,42415,4,2,3,12,4
8624,966,9,282,2009,3,Yes,4,2.0,19999,4,2,3,13,4
10663,1266,47,607,2014,2,No,2,1.5,114000,4,2,3,12,8
220,1053,46,455,2014,3,Yes,7,3.5,95987,6,2,2,11,12
7370,906,58,383,2000,6,No,4,1.8,260000,4,4,3,7,6
17249,697,29,450,2015,3,Yes,4,1.8,55000,4,3,3,11,10
40769,1249,37,1131,2017,7,No,4,2.5,76000,4,3,2,11,12
14113,862,29,450,2011,3,Yes,4,2.5,156800,4,2,3,16,12
12777,640,50,680,2013,3,Yes,4,2.0,162558,4,2,3,11,4
18817,906,37,618,2013,2,No,2,1.5,130000,4,2,3,5,12
23521,781,37,573,2012,3,Yes,2,2.5,83000,4,1,3,7,10
22580,1286,35,924,2010,7,Yes,4,3.2,150400,6,3,2,13,7
392,690,36,405,2016,7,Yes,2,3.5,27038,6,2,2,12,12
12544,645,37,497,2011,2,No,2,1.8,284678,4,2,3,7,12
3450,831,50,680,2011,3,Yes,2,2.4,224349,4,2,3,13,0
94,1017,50,649,2017,7,Yes,4,2.0,284251,4,2,3,13,12
34184,1058,46,455,2012,3,Yes,4,3.5,133000,6,2,1,11,12
21169,781,40,454,2018,3,No,4,1.4,25304,4,2,3,14,8
7495,1090,40,717,2008,7,Yes,7,2.0,71486,4,2,3,11,4
4861,645,36,312,2011,2,Yes,2,1.8,95590,4,2,3,12,12
13485,765,50,680,2015,3,Yes,3,2.0,72369,4,2,3,7,4
20005,531,50,649,2012,3,Yes,4,1.6,147718,4,2,3,7,4
11917,906,37,573,2007,3,No,2,2.4,200000,4,1,3,13,12
84675,906,46,1210,2018,3,Yes,4,2.0,4500,6,3,1,11,12
7840,906,46,485,1998,3,No,1,2.0,180003,4,4,1,11,4
627,586,36,312,2012,2,Yes,2,1.8,192683,4,2,3,12,0
12570,761,40,282,2010,3,Yes,4,1.8,152293,4,2,3,13,4
14009,595,37,667,2015,2,Yes,4,1.5,137350,4,2,3,7,4
8311,891,46,812,2016,7,Yes,4,2.0,109555,4,2,3,12,0
23521,906,37,365,2014,3,No,4,1.8,40000,4,2,3,1,16
25716,891,42,908,2016,3,Yes,4,2.0,65000,4,3,3,7,12
21730,831,50,649,2017,3,Yes,3,1.6,32510,4,2,3,16,4
80911,1325,50,1037,2019,6,Yes,7,2.5,25541,4,2,3,11,4
19369,707,50,805,2011,5,Yes,4,2.0,153651,4,2,3,5,4
25299,642,50,1038,2012,7,Yes,7,2.0,160000,4,2,3,13,4
7213,880,40,454,2018,3,Yes,7,1.6,28515,4,2,3,13,12
6899,531,40,604,2012,2,Yes,4,1.6,94923,4,2,3,11,4
18817,906,37,497,2011,3,Yes,2,1.8,160000,4,3,3,7,12
17249,906,37,497,2010,3,No,2,1.8,256000,6,2,3,12,1
9879,1267,37,301,2013,2,No,2,1.5,137000,4,2,3,7,6
17249,906,37,497,2011,2,No,2,1.8,141000,4,2,3,13,6
51225,1017,50,680,2017,3,Yes,4,2.0,58414,4,2,3,7,4
49798,765,50,1123,2015,7,Yes,7,2.0,93555,4,2,3,12,4
17249,585,50,649,2013,3,Yes,4,1.8,64800,4,3,3,11,12
29166,906,42,329,2014,7,Yes,4,2.0,127000,4,3,2,7,8
188,765,46,812,2015,7,Yes,4,2.0,69555,4,2,3,5,12
79971,906,36,1002,2017,7,Yes,4,2.0,35000,4,3,3,8,12
15681,906,12,631,1977,1,No,4,2.4,11111,6,4,1,11,0
2500,906,26,97,1995,3,No,4,2.0,32000,4,4,3,16,0
627,1079,50,649,2018,3,Yes,4,2.0,47294,4,2,3,11,12
19444,906,29,450,2015,3,Yes,4,1.8,102400,4,2,3,7,8
15367,878,37,497,2009,2,No,2,1.8,174000,4,1,3,16,8
4861,1055,37,733,2013,7,Yes,4,3.5,125605,6,2,2,11,12
13564,642,40,859,2012,7,Yes,7,2.0,228570,4,2,3,13,4
17876,642,42,735,2012,2,No,2,2.0,128205,4,2,3,7,10
15000,906,21,318,2008,3,No,4,3.0,138000,6,3,2,11,8
12544,906,46,491,2004,3,Yes,4,3.2,205500,6,3,1,7,8
14583,919,48,788,2012,7,Yes,7,3.0,229966,6,2,2,11,0
36827,1249,50,1037,2017,8,Yes,7,2.5,137000,4,2,3,12,4
9,906,37,497,2005,3,No,2,1.6,18000,1,2,2,12,5
14113,906,22,435,2003,6,No,3,3.5,155000,6,3,2,4,4
40340,730,54,1074,2016,7,Yes,7,1.6,59272,4,2,3,12,4
10976,503,47,607,2012,2,No,4,1.5,216000,4,3,3,13,12
25089,919,46,713,2012,3,Yes,4,3.0,86000,6,3,2,12,12
18688,707,50,1123,2011,7,Yes,7,2.0,143166,4,2,3,13,4
28830,629,50,649,2015,3,Yes,4,1.6,68243,4,2,3,7,4
23834,697,42,603,2012,4,No,7,2.2,141000,4,4,3,12,2
16621,1172,46,455,2011,3,Yes,7,3.5,119379,6,2,2,7,12
314,1017,46,650,2017,3,Yes,4,2.0,26802,4,2,1,11,12
16000,906,42,735,2014,2,No,2,2.0,272000,4,2,3,13,4
11917,530,50,649,2013,3,Yes,4,1.6,31691,4,2,3,12,4
13485,1018,48,533,2011,3,Yes,4,3.0,120000,6,3,2,11,12
15367,906,42,997,2014,3,Yes,3,3.7,290000,6,2,2,13,8
15994,906,50,648,2011,2,No,4,1.6,73600,4,4,3,9,6
11917,641,40,859,2012,7,Yes,7,2.0,79749,4,2,3,7,4
18817,609,37,573,2018,3,Yes,2,2.5,35058,4,2,3,12,12
1568,749,40,349,2014,7,Yes,4,2.4,251514,4,2,3,11,12
21953,906,50,680,2013,3,No,2,2.4,20000,2,3,3,11,4
13808,891,50,680,2016,3,Yes,3,2.0,38206,4,2,3,12,4
392,862,17,40,2011,7,Yes,4,2.5,183728,4,2,3,16,12
16151,586,37,497,2012,2,No,2,1.8,110990,4,2,3,7,8
22947,836,50,1038,2010,7,Yes,7,2.0,171344,4,2,3,13,4
40769,919,48,1133,2012,3,Yes,4,3.0,58450,6,3,1,13,12
7840,585,36,312,2013,2,Yes,2,1.8,65989,4,2,3,7,0
25089,777,37,573,2014,3,Yes,4,2.5,125000,4,3,3,13,12
13956,603,36,405,2015,7,Yes,2,3.5,143619,6,2,2,11,12
24415,642,54,891,2012,7,Yes,7,2.0,135490,4,2,3,11,4
3763,906,48,159,1989,3,No,4,2.0,199000,6,4,1,12,0
10036,906,48,313,2000,3,Yes,4,2.5,320000,6,3,1,11,4
1725,584,50,649,2014,3,Yes,4,1.8,107155,4,2,3,11,12
549,584,50,649,2014,3,Yes,4,1.8,140082,4,2,3,11,12
314,781,37,573,2012,3,Yes,2,2.5,249422,4,2,3,11,12
5645,906,58,134,1997,8,No,4,2.0,200000,4,4,3,12,4
10976,1266,37,365,2014,3,No,2,1.5,100000,4,1,3,7,8
21285,502,37,667,2013,2,Yes,4,1.5,52500,4,2,3,16,4
29793,1053,46,455,2014,3,Yes,7,3.5,219030,6,2,2,11,12
